,day,LCLid,energy_sum
722,7/7/2012,MAC000246,3.678
723,7/8/2012,MAC000246,11.422
724,7/9/2012,MAC000246,9.663
725,7/10/2012,MAC000246,8.61
726,7/11/2012,MAC000246,8.307
727,7/12/2012,MAC000246,19.8430001
728,7/13/2012,MAC000246,8.821
729,7/14/2012,MAC000246,11.479
730,7/15/2012,MAC000246,14.498
731,7/16/2012,MAC000246,10.904
732,7/17/2012,MAC000246,9.7330001
733,7/18/2012,MAC000246,7.825
734,7/19/2012,MAC000246,14.8680001
735,7/20/2012,MAC000246,13.375
736,7/21/2012,MAC000246,8.4390001
737,7/22/2012,MAC000246,7.162
738,7/23/2012,MAC000246,5.656
739,7/24/2012,MAC000246,6.771
740,7/25/2012,MAC000246,7.694
741,7/26/2012,MAC000246,7.654
742,7/27/2012,MAC000246,5.962
743,7/28/2012,MAC000246,14.797
744,7/29/2012,MAC000246,12.8100001
745,7/30/2012,MAC000246,18.618
746,7/31/2012,MAC000246,7.7060001
747,8/1/2012,MAC000246,7.252
748,8/2/2012,MAC000246,8.743
749,8/3/2012,MAC000246,7.363
750,8/4/2012,MAC000246,8.009
751,8/5/2012,MAC000246,14.014
752,8/6/2012,MAC000246,6.312
753,8/7/2012,MAC000246,5.877
754,8/8/2012,MAC000246,10.67
755,8/9/2012,MAC000246,15.981
756,8/10/2012,MAC000246,4.626
757,8/11/2012,MAC000246,7.889
758,8/12/2012,MAC000246,13.474
759,8/13/2012,MAC000246,5.073
760,8/14/2012,MAC000246,11.27
761,8/15/2012,MAC000246,7.83
762,8/16/2012,MAC000246,9.9540001
763,8/17/2012,MAC000246,6.423
764,8/18/2012,MAC000246,8.935
765,8/19/2012,MAC000246,18.068
766,8/20/2012,MAC000246,6.972
767,8/21/2012,MAC000246,18.234
768,8/22/2012,MAC000246,16.144
769,8/23/2012,MAC000246,16.472
770,8/24/2012,MAC000246,10.752
771,8/25/2012,MAC000246,14.501
772,8/26/2012,MAC000246,25.5950001
773,8/27/2012,MAC000246,8.307
774,8/28/2012,MAC000246,13.284
775,8/29/2012,MAC000246,15.784
776,8/30/2012,MAC000246,22.997
777,8/31/2012,MAC000246,9.067
778,9/1/2012,MAC000246,16.831
779,9/2/2012,MAC000246,16.3690001
780,9/3/2012,MAC000246,12.972
781,9/4/2012,MAC000246,18.3619999
782,9/5/2012,MAC000246,7.966
783,9/6/2012,MAC000246,19.175
784,9/7/2012,MAC000246,4.926
785,9/8/2012,MAC000246,18.977
786,9/9/2012,MAC000246,24.0260004
787,9/10/2012,MAC000246,15.808
788,9/11/2012,MAC000246,23.636
789,9/12/2012,MAC000246,19.625
790,9/13/2012,MAC000246,26.7539997
791,9/14/2012,MAC000246,20.7290002
792,9/15/2012,MAC000246,25.8780001
793,9/16/2012,MAC000246,30.4579998
794,9/17/2012,MAC000246,17.6959999
795,9/18/2012,MAC000246,26.363
796,9/19/2012,MAC000246,18.3590001
797,9/20/2012,MAC000246,21.2030001
798,9/21/2012,MAC000246,9.228
799,9/22/2012,MAC000246,19.9159999
800,9/23/2012,MAC000246,24.6499999
801,9/24/2012,MAC000246,24.355
802,9/25/2012,MAC000246,23.9189999
803,9/26/2012,MAC000246,20.9
804,9/27/2012,MAC000246,23.587
805,9/28/2012,MAC000246,17.125
806,9/29/2012,MAC000246,20.317
807,9/30/2012,MAC000246,24.549
808,10/1/2012,MAC000246,23.7030002
809,10/2/2012,MAC000246,22.198
810,10/3/2012,MAC000246,17.9500001
811,10/4/2012,MAC000246,17.682
812,10/5/2012,MAC000246,7.398
813,10/6/2012,MAC000246,22.181
814,10/7/2012,MAC000246,31.9199997
815,10/8/2012,MAC000246,23.1050001
816,10/9/2012,MAC000246,17.837
817,10/10/2012,MAC000246,27.0950001
818,10/11/2012,MAC000246,23.5579999
819,10/12/2012,MAC000246,17.245
820,10/13/2012,MAC000246,19.2830002
821,10/14/2012,MAC000246,19.697
822,10/15/2012,MAC000246,21.3230001
823,10/16/2012,MAC000246,23.597
824,10/17/2012,MAC000246,12.933
825,10/18/2012,MAC000246,28.9520002
826,10/19/2012,MAC000246,12.3060001
827,10/20/2012,MAC000246,17.9490001
828,10/21/2012,MAC000246,30.6159998
829,10/22/2012,MAC000246,20.2429998
830,10/23/2012,MAC000246,29.291
831,10/24/2012,MAC000246,12.7659999
832,10/25/2012,MAC000246,27.8709999
833,10/26/2012,MAC000246,7.831
834,10/27/2012,MAC000246,26.4330001
835,10/28/2012,MAC000246,20.6040001
836,10/29/2012,MAC000246,15.544
837,10/30/2012,MAC000246,18.667
838,10/31/2012,MAC000246,12.4040001
839,11/1/2012,MAC000246,19.4019998
840,11/2/2012,MAC000246,19.859
841,11/3/2012,MAC000246,27.6529999
842,11/4/2012,MAC000246,28.7820001
843,11/5/2012,MAC000246,15.244
844,11/6/2012,MAC000246,27.7500001
845,11/7/2012,MAC000246,19.021
846,11/8/2012,MAC000246,24.295
847,11/9/2012,MAC000246,13.978
848,11/10/2012,MAC000246,24.064
849,11/11/2012,MAC000246,20.1130002
850,11/12/2012,MAC000246,15.825
851,11/13/2012,MAC000246,28.3029999
852,11/14/2012,MAC000246,18.1000001
853,11/15/2012,MAC000246,22.934
854,11/16/2012,MAC000246,14.39
855,11/17/2012,MAC000246,30.7260003
856,11/18/2012,MAC000246,31.2199999
857,11/19/2012,MAC000246,17.3970001
858,11/20/2012,MAC000246,29.5909997
859,11/21/2012,MAC000246,12.071
860,11/22/2012,MAC000246,30.048
861,11/23/2012,MAC000246,12.5639999
862,11/24/2012,MAC000246,16.164
863,11/25/2012,MAC000246,26.8660001
864,11/26/2012,MAC000246,15.368
865,11/27/2012,MAC000246,26.813
866,11/28/2012,MAC000246,18.537
867,11/29/2012,MAC000246,27.6390001
868,11/30/2012,MAC000246,19.53
869,12/1/2012,MAC000246,22.2239998
870,12/2/2012,MAC000246,27.0610001
871,12/3/2012,MAC000246,27.4669999
872,12/4/2012,MAC000246,25.1750001
873,12/5/2012,MAC000246,27.907
874,12/6/2012,MAC000246,32.0970001
875,12/7/2012,MAC000246,16.514
876,12/8/2012,MAC000246,15.284
877,12/9/2012,MAC000246,34.267
878,12/10/2012,MAC000246,28.2349999
879,12/11/2012,MAC000246,32.5120002
880,12/12/2012,MAC000246,29.6399997
881,12/13/2012,MAC000246,39.2009996
882,12/14/2012,MAC000246,14.187
883,12/15/2012,MAC000246,18.69
884,12/16/2012,MAC000246,47.1679999
885,12/17/2012,MAC000246,18.9640001
886,12/18/2012,MAC000246,25.2240002
887,12/19/2012,MAC000246,20.617
888,12/20/2012,MAC000246,21.3609998
889,12/21/2012,MAC000246,18.745
890,12/22/2012,MAC000246,25.335
891,12/23/2012,MAC000246,24.3950002
892,12/24/2012,MAC000246,26.3370002
893,12/25/2012,MAC000246,22.2280002
894,12/26/2012,MAC000246,32.8209999
895,12/27/2012,MAC000246,31.0910002
896,12/28/2012,MAC000246,16.7359999
897,12/29/2012,MAC000246,24.4929999
898,12/30/2012,MAC000246,22.1900002
899,12/31/2012,MAC000246,22.633
900,1/1/2013,MAC000246,36.5120002
901,1/2/2013,MAC000246,28.6119999
902,1/3/2013,MAC000246,21.0499999
903,1/4/2013,MAC000246,13.088
904,1/5/2013,MAC000246,31.3919997
905,1/6/2013,MAC000246,24.9970002
906,1/7/2013,MAC000246,21.4780001
907,1/8/2013,MAC000246,36.0959997
908,1/9/2013,MAC000246,16.538
909,1/10/2013,MAC000246,24.6299999
910,1/11/2013,MAC000246,13.4950001
911,1/12/2013,MAC000246,22.1389999
912,1/13/2013,MAC000246,40.9700002
913,1/14/2013,MAC000246,20.239
914,1/15/2013,MAC000246,17.5459999
915,1/16/2013,MAC000246,23.5330003
916,1/17/2013,MAC000246,25.7179999
917,1/18/2013,MAC000246,16.5350002
918,1/19/2013,MAC000246,16.7269999
919,1/20/2013,MAC000246,25.4070001
920,1/21/2013,MAC000246,26.8589999
921,1/22/2013,MAC000246,26.244
922,1/23/2013,MAC000246,14.5349999
923,1/24/2013,MAC000246,15.847
924,1/25/2013,MAC000246,21.594
925,1/26/2013,MAC000246,20.606
926,1/27/2013,MAC000246,30.8220002
927,1/28/2013,MAC000246,17.4679999
928,1/29/2013,MAC000246,28.6689999
929,1/30/2013,MAC000246,15.7640001
930,1/31/2013,MAC000246,24.3129999
931,2/1/2013,MAC000246,18.3470002
932,2/2/2013,MAC000246,17.391
933,2/3/2013,MAC000246,30.207
934,2/4/2013,MAC000246,14.953
935,2/5/2013,MAC000246,24.751
936,2/6/2013,MAC000246,20.6860001
937,2/7/2013,MAC000246,21.013
938,2/8/2013,MAC000246,10.5179999
939,2/9/2013,MAC000246,19.717
940,2/10/2013,MAC000246,36.7729999
941,2/11/2013,MAC000246,20.05
942,2/12/2013,MAC000246,22.875
943,2/13/2013,MAC000246,14.401
944,2/14/2013,MAC000246,22.5740001
945,2/15/2013,MAC000246,14.2009998
946,2/16/2013,MAC000246,19.8389999
947,2/17/2013,MAC000246,20.244
948,2/18/2013,MAC000246,15.0950001
949,2/19/2013,MAC000246,14.3629999
950,2/20/2013,MAC000246,19.7479997
951,2/21/2013,MAC000246,16.4799999
952,2/22/2013,MAC000246,10.706
953,2/23/2013,MAC000246,23.5070002
954,2/24/2013,MAC000246,37.8590002
955,2/25/2013,MAC000246,20.8040003
956,2/26/2013,MAC000246,27.638
957,2/27/2013,MAC000246,16.488
958,2/28/2013,MAC000246,24.6770003
959,3/1/2013,MAC000246,13.304
960,3/2/2013,MAC000246,18.741
961,3/3/2013,MAC000246,26.393
962,3/4/2013,MAC000246,17.3559999
963,3/5/2013,MAC000246,20.3860001
964,3/6/2013,MAC000246,13.645
965,3/7/2013,MAC000246,23.0650001
966,3/8/2013,MAC000246,16.4629999
967,3/9/2013,MAC000246,23.0170002
968,3/10/2013,MAC000246,27.582
969,3/11/2013,MAC000246,16.2300001
970,3/12/2013,MAC000246,23.5220001
971,3/13/2013,MAC000246,16.494
972,3/14/2013,MAC000246,21.6870002
973,3/15/2013,MAC000246,14.2559999
974,3/16/2013,MAC000246,18.5240002
975,3/17/2013,MAC000246,23.5070001
976,3/18/2013,MAC000246,21.499
977,3/19/2013,MAC000246,25.0410001
978,3/20/2013,MAC000246,17.0089998
979,3/21/2013,MAC000246,25.5090001
980,3/22/2013,MAC000246,16.531
981,3/23/2013,MAC000246,16.612
982,3/24/2013,MAC000246,29.2309997
983,3/25/2013,MAC000246,17.989
984,3/26/2013,MAC000246,27.9379998
985,3/27/2013,MAC000246,18.707
986,3/28/2013,MAC000246,20.441
987,3/29/2013,MAC000246,18.1200001
988,3/30/2013,MAC000246,22.5789999
989,3/31/2013,MAC000246,24.4850001
990,4/1/2013,MAC000246,21.7889999
991,4/2/2013,MAC000246,25.6880001
992,4/3/2013,MAC000246,26.568
993,4/4/2013,MAC000246,14.136
994,4/5/2013,MAC000246,20.1929997
995,4/6/2013,MAC000246,20.5070001
996,4/7/2013,MAC000246,35.9719994
997,4/8/2013,MAC000246,21.1880001
998,4/9/2013,MAC000246,18.5670001
999,4/10/2013,MAC000246,25.946
1000,4/11/2013,MAC000246,23.859
1001,4/12/2013,MAC000246,13.889
1002,4/13/2013,MAC000246,18.7930001
1003,4/14/2013,MAC000246,23.2420001
1004,4/15/2013,MAC000246,20.4170001
1005,4/16/2013,MAC000246,25.9740004
1006,4/17/2013,MAC000246,14.9219999
1007,4/18/2013,MAC000246,22.3229997
1008,4/19/2013,MAC000246,8.048
1009,4/20/2013,MAC000246,19.5390001
1010,4/21/2013,MAC000246,29.3699999
1011,4/22/2013,MAC000246,17.2559999
1012,4/23/2013,MAC000246,25.506
1013,4/24/2013,MAC000246,14.809
1014,4/25/2013,MAC000246,21.1400001
1015,4/26/2013,MAC000246,12.6359999
1016,4/27/2013,MAC000246,16.874
1017,4/28/2013,MAC000246,17.899
1018,4/29/2013,MAC000246,13.44
1019,4/30/2013,MAC000246,20.4650001
1020,5/1/2013,MAC000246,24.5650001
1021,5/2/2013,MAC000246,19.015
1022,5/3/2013,MAC000246,16.5440001
1023,5/4/2013,MAC000246,14.0080001
1024,5/5/2013,MAC000246,31.1139998
1025,5/6/2013,MAC000246,22.4069999
1026,5/7/2013,MAC000246,20.81
1027,5/8/2013,MAC000246,13.774
1028,5/9/2013,MAC000246,17.4929999
1029,5/10/2013,MAC000246,13.215
1030,5/11/2013,MAC000246,12.877
1031,5/12/2013,MAC000246,23.9090001
1032,5/13/2013,MAC000246,12.303
1033,5/14/2013,MAC000246,21.1019999
1034,5/15/2013,MAC000246,15.8310001
1035,5/16/2013,MAC000246,20.045
1036,5/17/2013,MAC000246,23.263
1037,5/18/2013,MAC000246,17.9219999
1038,5/19/2013,MAC000246,34.1249997
1039,5/20/2013,MAC000246,16.418
1040,5/21/2013,MAC000246,19.4569999
1041,5/22/2013,MAC000246,19.496
1042,5/23/2013,MAC000246,19.9029999
1043,5/24/2013,MAC000246,22.703
1044,5/25/2013,MAC000246,10.793
1045,5/26/2013,MAC000246,21.9620001
1046,5/27/2013,MAC000246,21.6860001
1047,5/28/2013,MAC000246,22.5669998
1048,5/29/2013,MAC000246,16.0169999
1049,5/30/2013,MAC000246,18.1879998
1050,5/31/2013,MAC000246,14.5889999
1051,6/1/2013,MAC000246,12.701
1052,6/2/2013,MAC000246,29.417
1053,6/3/2013,MAC000246,18.5990002
1054,6/4/2013,MAC000246,18.9820001
1055,6/5/2013,MAC000246,19.829
1056,6/6/2013,MAC000246,22.3200001
1057,6/7/2013,MAC000246,11.3290001
1058,6/8/2013,MAC000246,12.3509998
1059,6/9/2013,MAC000246,17.3200002
1060,6/10/2013,MAC000246,22.693
1061,6/11/2013,MAC000246,18.2899999
1062,6/12/2013,MAC000246,15.0539999
1063,6/13/2013,MAC000246,19.0579999
1064,6/14/2013,MAC000246,9.3369999
1065,6/15/2013,MAC000246,13.549
1066,6/16/2013,MAC000246,28.9739999
1067,6/17/2013,MAC000246,12.544
1068,6/18/2013,MAC000246,17.936
1069,6/19/2013,MAC000246,12.944
1070,6/20/2013,MAC000246,18.2290001
1071,6/21/2013,MAC000246,11.4650001
1072,6/22/2013,MAC000246,14.424
1073,6/23/2013,MAC000246,22.5170002
1074,6/24/2013,MAC000246,15.7530001
1075,6/25/2013,MAC000246,25.1189999
1076,6/26/2013,MAC000246,10.447
1077,6/27/2013,MAC000246,17.3620001
1078,6/28/2013,MAC000246,11.0730001
1079,6/29/2013,MAC000246,17.0919999
1080,6/30/2013,MAC000246,19.2189999
1081,7/1/2013,MAC000246,11.099
1082,7/2/2013,MAC000246,24.6009999
1083,7/3/2013,MAC000246,11.919
1084,7/4/2013,MAC000246,19.0810001
1085,7/5/2013,MAC000246,3.76
1086,7/6/2013,MAC000246,19.392
1087,7/7/2013,MAC000246,10.752
1088,7/8/2013,MAC000246,18.539
1089,7/9/2013,MAC000246,20.7609999
1090,7/10/2013,MAC000246,18.3660001
1091,7/11/2013,MAC000246,13.936
1092,7/12/2013,MAC000246,10.61
1093,7/13/2013,MAC000246,20.293
1094,7/14/2013,MAC000246,23.311
1095,7/15/2013,MAC000246,7.736
1096,7/16/2013,MAC000246,13.554
1097,7/17/2013,MAC000246,10.227
1098,7/18/2013,MAC000246,9.402
1099,7/19/2013,MAC000246,7.626
1100,7/20/2013,MAC000246,9.252
1101,7/21/2013,MAC000246,12.322
1102,7/22/2013,MAC000246,6.178
1103,7/23/2013,MAC000246,17.0799999
1104,7/24/2013,MAC000246,9.569
1105,7/25/2013,MAC000246,3.571
1106,7/26/2013,MAC000246,10.7589999
1107,7/27/2013,MAC000246,28.312
1108,7/28/2013,MAC000246,17.876
1109,7/29/2013,MAC000246,21.0140001
1110,7/30/2013,MAC000246,19.7
1111,7/31/2013,MAC000246,15.642
1112,8/1/2013,MAC000246,16.48
1113,8/2/2013,MAC000246,9.692
1114,8/3/2013,MAC000246,16.573
1115,8/4/2013,MAC000246,13.2069999
1116,8/5/2013,MAC000246,20.61
1117,8/6/2013,MAC000246,17.0440001
1118,8/7/2013,MAC000246,16.4949999
1119,8/8/2013,MAC000246,16.727
1120,8/9/2013,MAC000246,8.672
1121,8/10/2013,MAC000246,23.824
1122,8/11/2013,MAC000246,12.492
1123,8/12/2013,MAC000246,16.7769998
1124,8/13/2013,MAC000246,14.858
1125,8/14/2013,MAC000246,9.103
1126,8/15/2013,MAC000246,12.396
1127,8/16/2013,MAC000246,12.6350001
1128,8/17/2013,MAC000246,8.66
1129,8/18/2013,MAC000246,17.8070001
1130,8/19/2013,MAC000246,15.478
1131,8/20/2013,MAC000246,12.626
1132,8/21/2013,MAC000246,14.747
1133,8/22/2013,MAC000246,10.139
1134,8/23/2013,MAC000246,12.3259999
1135,8/24/2013,MAC000246,15.014
1136,8/25/2013,MAC000246,16.859
1137,8/26/2013,MAC000246,9.767
1138,8/27/2013,MAC000246,16.9439999
1139,8/28/2013,MAC000246,12.779
1140,8/29/2013,MAC000246,14.4500001
1141,8/30/2013,MAC000246,4.338
1142,8/31/2013,MAC000246,10.563
1143,9/1/2013,MAC000246,17.125
1144,9/2/2013,MAC000246,20.9629999
1145,9/3/2013,MAC000246,21.331
1146,9/4/2013,MAC000246,15.218
1147,9/5/2013,MAC000246,16.807
1148,9/6/2013,MAC000246,11.584
1149,9/7/2013,MAC000246,15.3939999
1150,9/8/2013,MAC000246,25.97
1151,9/9/2013,MAC000246,16.288
1152,9/10/2013,MAC000246,18.7899999
1153,9/11/2013,MAC000246,19.0100001
1154,9/12/2013,MAC000246,22.6560001
1155,9/13/2013,MAC000246,18.831
1156,9/14/2013,MAC000246,15.0720002
1157,9/15/2013,MAC000246,24.2070001
1158,9/16/2013,MAC000246,15.2619999
1159,9/17/2013,MAC000246,22.5340003
1160,9/18/2013,MAC000246,15.5420002
1161,9/19/2013,MAC000246,19.684
1162,9/20/2013,MAC000246,11.147
1163,9/21/2013,MAC000246,21.486
1164,9/22/2013,MAC000246,22.5990001
1165,9/23/2013,MAC000246,17.5430002
1166,9/24/2013,MAC000246,22.015
1167,9/25/2013,MAC000246,12.213
1168,9/26/2013,MAC000246,17.941
1169,9/27/2013,MAC000246,10.502
1170,9/28/2013,MAC000246,13.652
1171,9/29/2013,MAC000246,18.018
1172,9/30/2013,MAC000246,15.4750002
1173,10/1/2013,MAC000246,20.909
1174,10/2/2013,MAC000246,16.335
1175,10/3/2013,MAC000246,23.7469997
1176,10/4/2013,MAC000246,12.706
1177,10/5/2013,MAC000246,20.0340001
1178,10/6/2013,MAC000246,25.825
1179,10/7/2013,MAC000246,10.312
1180,10/8/2013,MAC000246,25.1319999
1181,10/9/2013,MAC000246,16.3449999
1182,10/10/2013,MAC000246,20.1569999
1183,10/11/2013,MAC000246,7.266
1184,10/12/2013,MAC000246,15.1860002
1185,10/13/2013,MAC000246,34.131
1186,10/14/2013,MAC000246,25.8429998
1187,10/15/2013,MAC000246,20.6370001
1188,10/16/2013,MAC000246,19.4599999
1189,10/17/2013,MAC000246,19.0149999
1190,10/18/2013,MAC000246,12.985
1191,10/19/2013,MAC000246,21.084
1192,10/20/2013,MAC000246,19.426
1193,10/21/2013,MAC000246,19.3150002
1194,10/22/2013,MAC000246,18.8549999
1195,10/23/2013,MAC000246,15.7400001
1196,10/24/2013,MAC000246,23.5
1197,10/25/2013,MAC000246,14.793
1198,10/26/2013,MAC000246,15.106
1199,10/27/2013,MAC000246,21.4139999
1200,10/28/2013,MAC000246,25.1580002
1201,10/29/2013,MAC000246,28.6599998
1202,10/30/2013,MAC000246,36.0589997
1203,10/31/2013,MAC000246,16.015
1204,11/1/2013,MAC000246,13.9920001
1205,11/2/2013,MAC000246,18.192
1206,11/3/2013,MAC000246,24.4360003
1207,11/4/2013,MAC000246,12.91
1208,11/5/2013,MAC000246,22.925
1209,11/6/2013,MAC000246,18.4510001
1210,11/7/2013,MAC000246,21.05
1211,11/8/2013,MAC000246,20.312
1212,11/9/2013,MAC000246,9.017
1213,11/10/2013,MAC000246,12.3799999
1214,11/11/2013,MAC000246,29.8659999
1215,11/12/2013,MAC000246,19.219
1216,11/13/2013,MAC000246,22.3430001
1217,11/14/2013,MAC000246,16.882
1218,11/15/2013,MAC000246,13.9290001
1219,11/16/2013,MAC000246,18.385
1220,11/17/2013,MAC000246,20.227
1221,11/18/2013,MAC000246,21.5700004
1222,11/19/2013,MAC000246,27.266
1223,11/20/2013,MAC000246,18.7000001
1224,11/21/2013,MAC000246,19.334
1225,11/22/2013,MAC000246,9.881
1226,11/23/2013,MAC000246,15.0769999
1227,11/24/2013,MAC000246,20.6080002
1228,11/25/2013,MAC000246,13.8670001
1229,11/26/2013,MAC000246,21.3150002
1230,11/27/2013,MAC000246,16.018
1231,11/28/2013,MAC000246,16.22
1232,11/29/2013,MAC000246,6.709
1233,11/30/2013,MAC000246,15.625
1234,12/1/2013,MAC000246,34.5609997
1235,12/2/2013,MAC000246,22.37
1236,12/3/2013,MAC000246,26.718
1237,12/4/2013,MAC000246,17.6580001
1238,12/5/2013,MAC000246,18.613
1239,12/6/2013,MAC000246,18.4930001
1240,12/7/2013,MAC000246,14.738
1241,12/8/2013,MAC000246,24.274
1242,12/9/2013,MAC000246,16.696
1243,12/10/2013,MAC000246,29.0780001
1244,12/11/2013,MAC000246,19.6139999
1245,12/12/2013,MAC000246,18.8610002
1246,12/13/2013,MAC000246,9.747
1247,12/14/2013,MAC000246,20.471
1248,12/15/2013,MAC000246,27.627
1249,12/16/2013,MAC000246,15.4600001
1250,12/17/2013,MAC000246,26.4899999
1251,12/18/2013,MAC000246,13.416
1252,12/19/2013,MAC000246,23.6079999
1253,12/20/2013,MAC000246,15.163
1254,12/21/2013,MAC000246,10.588
1255,12/22/2013,MAC000246,19.2100001
1256,12/23/2013,MAC000246,18.1200001
1257,12/24/2013,MAC000246,23.5870002
1258,12/25/2013,MAC000246,43.3200001
1259,12/26/2013,MAC000246,24.472
1260,12/27/2013,MAC000246,21.0829999
1261,12/28/2013,MAC000246,21.2529999
1262,12/29/2013,MAC000246,28.3170001
1263,12/30/2013,MAC000246,20.4100001
1264,12/31/2013,MAC000246,13.373
1265,1/1/2014,MAC000246,23.166
1266,1/2/2014,MAC000246,31.6750001
1267,1/3/2014,MAC000246,16.4670001
1268,1/4/2014,MAC000246,21.5840001
1269,1/5/2014,MAC000246,22.444
1270,1/6/2014,MAC000246,16.0219999
1271,1/7/2014,MAC000246,21.829
1272,1/8/2014,MAC000246,14.6909998
1273,1/9/2014,MAC000246,24.481
1274,1/10/2014,MAC000246,11.502
1275,1/11/2014,MAC000246,17.0149999
1276,1/12/2014,MAC000246,22.1510001
1277,1/13/2014,MAC000246,17.5440001
1278,1/14/2014,MAC000246,24.8359999
1279,1/15/2014,MAC000246,16.0419999
1280,1/16/2014,MAC000246,15.757
1281,1/17/2014,MAC000246,15.789
1282,1/18/2014,MAC000246,9.558
1283,1/19/2014,MAC000246,27.7650002
1284,1/20/2014,MAC000246,22.58
1285,1/21/2014,MAC000246,22.999
1286,1/22/2014,MAC000246,19.4550001
1287,1/23/2014,MAC000246,19.1839999
1288,1/24/2014,MAC000246,11.117
1289,1/25/2014,MAC000246,16.533
1290,1/26/2014,MAC000246,35.0680001
1291,1/27/2014,MAC000246,17.6270001
1292,1/28/2014,MAC000246,26.458
1293,1/29/2014,MAC000246,16.243
1294,1/30/2014,MAC000246,22.5310003
1295,1/31/2014,MAC000246,12.617
1296,2/1/2014,MAC000246,15.4739999
1297,2/2/2014,MAC000246,31.4260002
1298,2/3/2014,MAC000246,17.8450001
1299,2/4/2014,MAC000246,18.6229998
1300,2/5/2014,MAC000246,15.6950001
1301,2/6/2014,MAC000246,23.462
1302,2/7/2014,MAC000246,9.56
1303,2/8/2014,MAC000246,20.7939999
1304,2/9/2014,MAC000246,26.848
1305,2/10/2014,MAC000246,14.785
1306,2/11/2014,MAC000246,26.6410001
1307,2/12/2014,MAC000246,12.374
1308,2/13/2014,MAC000246,20.9729999
1309,2/14/2014,MAC000246,13.0369999
1310,2/15/2014,MAC000246,8.263
1311,2/16/2014,MAC000246,29.5930001
1312,2/17/2014,MAC000246,10.6860001
1313,2/18/2014,MAC000246,18.576
1314,2/19/2014,MAC000246,13.753
1315,2/20/2014,MAC000246,19.9790001
1316,2/21/2014,MAC000246,10.367
1317,2/22/2014,MAC000246,18.973
1318,2/23/2014,MAC000246,29.7160002
1319,2/24/2014,MAC000246,18.9349999
1320,2/25/2014,MAC000246,23.7169999
1321,2/26/2014,MAC000246,15.562
1322,2/27/2014,MAC000246,16.0260001
1323,2/28/2014,MAC000246,0.145
1324,3/22/2012,MAC000450,25.5649998
1325,3/23/2012,MAC000450,51.4150001
1326,3/24/2012,MAC000450,66.472
1327,3/25/2012,MAC000450,59.3830001
1328,3/26/2012,MAC000450,59.7869996
1329,3/27/2012,MAC000450,60.4139998
1330,3/28/2012,MAC000450,52.1689999
1331,3/29/2012,MAC000450,64.7380003
1332,3/30/2012,MAC000450,57.6050002
1333,3/31/2012,MAC000450,71.2880005
1334,4/1/2012,MAC000450,52.6270002
1335,4/2/2012,MAC000450,63.6249993
1336,4/3/2012,MAC000450,78.595
1337,4/4/2012,MAC000450,70.6050002
1338,4/5/2012,MAC000450,71.9810001
1339,4/6/2012,MAC000450,49.3180001
1340,4/7/2012,MAC000450,66.0549999
1341,4/8/2012,MAC000450,57.6439997
1342,4/9/2012,MAC000450,85.9019999
1343,4/10/2012,MAC000450,70.1790007
1344,4/11/2012,MAC000450,97.0990002
1345,4/12/2012,MAC000450,94.1770003
1346,4/13/2012,MAC000450,98.673
1347,4/14/2012,MAC000450,102.6630005
1348,4/15/2012,MAC000450,103.8310007
1349,4/16/2012,MAC000450,91.5909999
1350,4/17/2012,MAC000450,100.8800005
1351,4/18/2012,MAC000450,101.7599996
1352,4/19/2012,MAC000450,99.0069994
1353,4/20/2012,MAC000450,94.4099998
1354,4/21/2012,MAC000450,93.4299995
1355,4/22/2012,MAC000450,82.5270003
1356,4/23/2012,MAC000450,81.6549998
1357,4/24/2012,MAC000450,75.0950004
1358,4/25/2012,MAC000450,72.2649999
1359,4/26/2012,MAC000450,74.5930001
1360,4/27/2012,MAC000450,71.9469997
1361,4/28/2012,MAC000450,85.1260003
1362,4/29/2012,MAC000450,71.8870001
1363,4/30/2012,MAC000450,73.7289996
1364,5/1/2012,MAC000450,73.5070004
1365,5/2/2012,MAC000450,71.3809998
1366,5/3/2012,MAC000450,67.4410002
1367,5/4/2012,MAC000450,66.7740002
1368,5/5/2012,MAC000450,65.8269997
1369,5/6/2012,MAC000450,65.2800005
1370,5/7/2012,MAC000450,80.8870002
1371,5/8/2012,MAC000450,67.6780002
1372,5/9/2012,MAC000450,58.8760002
1373,5/10/2012,MAC000450,66.3870001
1374,5/11/2012,MAC000450,49.13
1375,5/12/2012,MAC000450,40.2559998
1376,5/13/2012,MAC000450,50.272
1377,5/14/2012,MAC000450,53.248
1378,5/15/2012,MAC000450,61.8299996
1379,5/16/2012,MAC000450,56.2879998
1380,5/17/2012,MAC000450,55.6770002
1381,5/18/2012,MAC000450,60.5019997
1382,5/19/2012,MAC000450,73.9460003
1383,5/20/2012,MAC000450,65.5850005
1384,5/21/2012,MAC000450,72.5669995
1385,5/22/2012,MAC000450,66.5960003
1386,5/23/2012,MAC000450,75.8030004
1387,5/24/2012,MAC000450,71.789
1388,5/25/2012,MAC000450,61.3189995
1389,5/26/2012,MAC000450,65.4969999
1390,5/27/2012,MAC000450,80.2209996
1391,5/28/2012,MAC000450,80.3490004
1392,5/29/2012,MAC000450,85.7979996
1393,5/30/2012,MAC000450,78.8040002
1394,5/31/2012,MAC000450,77.668
1395,6/1/2012,MAC000450,66.1699996
1396,6/2/2012,MAC000450,58.9460002
1397,6/3/2012,MAC000450,44.2850004
